Date,Adj Close
2018/9/10,113.150002
2018/9/11,113.220001
2018/9/12,114.169998
2018/9/13,113.760002
2018/9/14,113.019997
2018/9/17,113.610001
2018/9/18,113.440002
2018/9/19,113.879997
2018/9/20,114.269997
2018/9/21,113.489998
2018/9/24,113.470001
2018/9/25,113.650002
2018/9/26,113.050003
2018/9/27,112.050003
2018/9/28,112.760002
2018/10/1,112.57
2018/10/2,113.870003
2018/10/3,113.419998
2018/10/4,113.480003
2018/10/5,113.800003
2018/10/8,112.540001
2018/10/9,112.599998
2018/10/10,112.879997
2018/10/11,115.779999
2018/10/12,115.230003
2018/10/15,116
2018/10/16,115.800003
2018/10/17,115.790001
2018/10/18,115.919998
2018/10/19,116.010002
2018/10/22,115.709999
2018/10/23,116.389999
2018/10/24,116.660004
2018/10/25,116.400002
2018/10/26,116.769997
2018/10/29,116.309998
2018/10/30,115.800003
2018/10/31,115.150002
2018/11/1,116.629997
2018/11/2,116.650002
2018/11/5,116.370003
2018/11/6,116.040001
2018/11/7,116.029999
2018/11/8,115.779999
2018/11/9,114.480003
2018/11/12,113.660004
2018/11/13,113.699997
2018/11/14,114.639999
2018/11/15,114.769997
2018/11/16,115.620003
2018/11/19,115.669998
2018/11/20,115.669998
2018/11/21,115.860001
2018/11/23,115.769997
2018/11/26,115.639999
2018/11/27,114.949997
2018/11/28,115.379997
2018/11/29,115.739998
2018/11/30,115.540001
2018/12/3,116.410004
2018/12/4,117.120003
2018/12/6,117.139999
2018/12/7,118.089996
2018/12/10,117.68
2018/12/11,117.540001
2018/12/12,117.790001
2018/12/13,117.529999
2018/12/14,117.059998
2018/12/17,117.870003
2018/12/18,118.150002
2018/12/19,117.43
2018/12/20,119.239998
2018/12/21,118.720001
2018/12/24,120.019997
2018/12/26,119.660004
2018/12/27,120.57
2018/12/28,121.059998
2018/12/31,121.25
2019/1/2,121.330002
2019/1/3,122.43
2019/1/4,121.440002
2019/1/7,121.860001
2019/1/8,121.529999
2019/1/9,122.309998
2019/1/10,121.589996
2019/1/11,121.800003
2019/1/14,122.089996
2019/1/15,121.879997
2019/1/16,122.269997
2019/1/17,122.110001
2019/1/18,121.019997
2019/1/22,121.449997
2019/1/23,121.279999
2019/1/24,121.089996
2019/1/25,122.860001
2019/1/28,123.290001
2019/1/29,123.980003
2019/1/30,124.690002
2019/1/31,124.75
2019/2/1,124.5
2019/2/4,123.959999
2019/2/5,124.279999
2019/2/6,123.440002
2019/2/7,123.739998
2019/2/8,124.209999
2019/2/11,123.599998
2019/2/12,123.860001
2019/2/13,123.370003
2019/2/14,124.059998
2019/2/15,124.800003
2019/2/19,126.699997
2019/2/20,126.480003
2019/2/21,125.050003
2019/2/22,125.5
2019/2/25,125.370003
2019/2/26,125.580002
2019/2/27,124.690002
2019/2/28,123.989998
2019/3/1,121.879997
2019/3/4,121.559998
2019/3/5,121.720001
2019/3/6,121.610001
2019/3/7,121.510002
2019/3/8,122.839996
2019/3/11,122.239998
2019/3/12,122.980003
2019/3/13,123.839996
2019/3/14,122.410004
2019/3/15,122.970001
2019/3/18,123.040001
2019/3/19,123.379997
2019/3/20,124.18
2019/3/21,123.68
2019/3/22,123.970001
2019/3/25,124.919998
2019/3/26,124.300003
2019/3/27,123.650002
2019/3/28,121.900002
2019/3/29,122.010002
2019/4/1,121.529999
2019/4/2,121.980003
2019/4/3,121.800003
2019/4/4,122.110001
2019/4/5,121.980003
2019/4/8,122.510002
2019/4/9,123.150002
2019/4/10,123.529999
2019/4/11,121.949997
2019/4/12,121.830002
2019/4/15,121.599998
2019/4/16,120.510002
2019/4/17,120.279999
2019/4/18,120.370003
2019/4/22,120.370003
2019/4/23,120.120003
2019/4/24,120.470001
2019/4/25,120.57
2019/4/26,121.370003
2019/4/29,120.830002
2019/4/30,121.199997
2019/5/1,120.400002
2019/5/2,119.940002
2019/5/3,120.650002
2019/5/6,120.809998
2019/5/7,121.209999
2019/5/8,120.910004
2019/5/9,121.199997
2019/5/10,121.43
2019/5/13,122.669998
2019/5/14,122.459999
2019/5/15,122.389999
2019/5/16,121.510002
2019/5/17,120.650002
2019/5/20,120.639999
2019/5/21,120.360001
2019/5/22,120.239998
2019/5/23,121.169998
2019/5/24,121.300003
2019/5/28,120.830002
2019/5/29,120.870003
2019/5/30,121.690002
2019/5/31,123.330002
2019/6/3,125.110001
2019/6/4,125.150002
2019/6/5,125.470001
2019/6/6,125.879997
2019/6/7,126.589996
2019/6/10,125.330002
2019/6/11,125.18
2019/6/12,125.830002
2019/6/13,126.599998
2019/6/14,126.559998
2019/6/17,126.480003
2019/6/18,127.120003
2019/6/19,127.889999
2019/6/20,131.110001
2019/6/21,131.979996
2019/6/24,133.940002
2019/6/25,134.199997
2019/6/26,132.970001
2019/6/27,132.839996
2019/6/28,133.199997
2019/7/1,130.619995
2019/7/2,133.410004
2019/7/3,133.630005
2019/7/5,132.139999
2019/7/8,131.289993
2019/7/9,131.75
2019/7/10,133.830002
2019/7/11,132.699997
2019/7/12,133.529999
2019/7/15,133.529999
2019/7/16,132.399994
2019/7/17,134.580002
2019/7/18,136.479996
2019/7/19,134.470001
2019/7/22,134.449997
2019/7/23,133.690002
2019/7/24,134.369995
2019/7/25,133.419998
2019/7/26,133.639999
2019/7/29,134.529999
2019/7/30,134.979996
2019/7/31,133.210007
2019/8/1,136.410004
2019/8/2,135.889999
2019/8/5,137.789993
2019/8/6,138.910004
2019/8/7,141.020004
2019/8/8,141.729996
2019/8/9,141.259995
2019/8/12,142.630005
2019/8/13,141.779999
2019/8/14,142.75
2019/8/15,143.699997
2019/8/16,142.779999
2019/8/19,141.110001
2019/8/20,142.210007
2019/8/21,141.759995
2019/8/22,141.399994
2019/8/23,144.169998
2019/8/26,144.190002
2019/8/27,145.570007
2019/8/28,145.160004
2019/8/29,144.119995
2019/8/30,143.75
2019/9/3,145.75
2019/9/4,146.660004
2019/9/5,143.139999
2019/9/6,141.919998
